state/ut,cnfrmd,actv,rcvd,dcsd
Other State,2,2,0,0
Alappuzha,107,82,24,1
Ernakulam,87,45,41,1
Idukki,53,27,26,0
Kannur,274,112,160,2
Kasaragod,339,104,235,0
Kollam,133,98,34,1
Kottayam,84,40,43,1
Kozhikode,132,72,59,1
Malappuram,230,168,59,3
Palakkad,252,184,67,1
Pathanamthitta,115,80,35,0
Thiruvananthapuram,121,71,47,3
Thrissur,179,132,44,3
Wayanad,54,22,31,1
Total,2162,1239,905,18
