state/ut,cnfrmd,actv,rcvd,dcsd
Dimapur,16,4,12,0
Kiphire,4,4,0,0
Kohima,8,-2,10,0
Longleng,0,0,0,0
Mokokchung,0,0,0,0
Mon,23,23,0,0
Peren,62,62,0,0
Phek,1,1,0,0
Tuensang,8,8,0,0
Wokha,5,5,0,0
Zunheboto,1,1,0,0
Total,128,106,22,0
