state/ut,cnfrmd,actv,rcvd,dcsd
Aizawl,13,12,1,0
Champhai,5,5,0,0
Hnahthial,0,0,0,0
Khawzawl,2,2,0,0
Kolasib,11,11,0,0
Lawngtlai,4,4,0,0
Lunglei,45,45,0,0
Mamit,8,8,0,0
Saiha,1,1,0,0
Saitual,3,3,0,0
Serchhip,1,1,0,0
Total,93,92,1,0
